日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA20
2023-10-27,601998,4.75,4.71,4.79,4.68,306549,171403276.0,2.32,-0.84,-0.04,0.09,4.846500000000001
2023-10-30,601998,4.69,4.46,4.7,4.44,769327,413698163.0,5.52,-5.31,-0.25,0.23,4.8229999999999995
2023-10-31,601998,4.45,4.51,4.52,4.42,469043,251174825.0,2.24,1.12,0.05,0.14,4.8015
2023-11-01,601998,4.52,4.55,4.57,4.48,408324,220567081.0,2.0,0.89,0.04,0.12,4.7835
2023-11-02,601998,4.55,4.63,4.67,4.54,380470,209216183.0,2.86,1.76,0.08,0.11,4.7715000000000005
2023-11-03,601998,4.63,4.58,4.63,4.57,313368,171207011.0,1.3,-1.08,-0.05,0.09,4.758000000000001
2023-11-06,601998,4.59,4.54,4.61,4.49,517735,279612234.0,2.62,-0.87,-0.04,0.15,4.7435
2023-11-07,601998,4.52,4.55,4.57,4.51,282806,152954005.0,1.32,0.22,0.01,0.08,4.732
2023-11-08,601998,4.53,4.51,4.56,4.5,228679,123337815.0,1.32,-0.88,-0.04,0.07,4.720000000000001
2023-11-09,601998,4.52,4.57,4.58,4.5,305749,165939471.0,1.77,1.33,0.06,0.09,4.703
2023-11-10,601998,4.56,4.53,4.62,4.52,252497,136778822.0,2.19,-0.88,-0.04,0.07,4.683
2023-11-13,601998,4.52,4.52,4.54,4.46,263928,141532354.0,1.77,-0.22,-0.01,0.08,4.662000000000001
2023-11-14,601998,4.53,4.53,4.58,4.51,245310,132793645.0,1.55,0.22,0.01,0.07,4.6395
2023-11-15,601998,4.57,4.58,4.59,4.54,246212,133982419.0,1.1,1.1,0.05,0.07,4.617500000000001
2023-11-16,601998,4.57,4.57,4.61,4.55,183513,99956740.0,1.31,-0.22,-0.01,0.05,4.603
2023-11-17,601998,4.56,4.53,4.59,4.52,220597,119427341.0,1.53,-0.88,-0.04,0.06,4.589499999999999
2023-11-20,601998,4.54,4.55,4.56,4.5,149973,81075178.0,1.32,0.44,0.02,0.04,4.577999999999999
2023-11-21,601998,4.56,4.6,4.62,4.55,295287,161242984.0,1.54,1.1,0.05,0.09,4.5735
2023-11-22,601998,4.58,4.58,4.63,4.57,206057,112784877.0,1.3,-0.43,-0.02,0.06,4.567500000000001
2023-11-23,601998,4.59,4.58,4.61,4.56,158492,86371141.0,1.09,0.0,0.0,0.05,4.558999999999999
2023-11-24,601998,4.58,4.58,4.61,4.56,188992,103261425.0,1.09,0.0,0.0,0.06,4.5525
2023-11-27,601998,4.59,4.53,4.6,4.5,256070,138346401.0,2.18,-1.09,-0.05,0.08,4.556
2023-11-28,601998,4.55,4.54,4.55,4.51,263215,142264176.0,0.88,0.22,0.01,0.08,4.5575
2023-11-29,601998,4.54,4.46,4.57,4.45,346606,185973503.0,2.64,-1.76,-0.08,0.1,4.553
2023-11-30,601998,4.48,4.52,4.56,4.46,294993,158876103.0,2.24,1.35,0.06,0.09,4.5475
2023-12-01,601998,4.52,4.59,4.61,4.5,356819,194221035.0,2.43,1.55,0.07,0.1,4.548
2023-12-04,601998,4.59,4.54,4.64,4.54,217752,118362285.0,2.18,-1.09,-0.05,0.06,4.548
2023-12-05,601998,4.54,4.44,4.55,4.44,270630,145055022.0,2.42,-2.2,-0.1,0.08,4.5425
2023-12-06,601998,4.44,4.37,4.47,4.32,368785,193858377.0,3.38,-1.58,-0.07,0.11,4.535500000000001
2023-12-07,601998,4.38,4.41,4.42,4.32,353788,185741658.0,2.29,0.92,0.04,0.1,4.527500000000001
2023-12-08,601998,4.41,4.44,4.51,4.37,387726,206529599.0,3.17,0.68,0.03,0.11,4.523000000000001
2023-12-11,601998,4.42,4.4,4.43,4.3,435623,227914950.0,2.93,-0.9,-0.04,0.13,4.517
2023-12-12,601998,4.39,4.49,4.5,4.36,335851,179190552.0,3.18,2.05,0.09,0.1,4.515
2023-12-13,601998,4.5,4.46,4.51,4.45,203523,108748139.0,1.34,-0.67,-0.03,0.06,4.5089999999999995
2023-12-14,601998,4.48,4.43,4.48,4.41,161825,85955669.0,1.57,-0.67,-0.03,0.05,4.502000000000001
2023-12-15,601998,4.43,4.38,4.48,4.38,182715,96755831.0,2.26,-1.13,-0.05,0.05,4.4945
2023-12-18,601998,4.39,4.4,4.44,4.35,258335,136364957.0,2.05,0.46,0.02,0.08,4.487
2023-12-19,601998,4.4,4.38,4.42,4.36,171892,90280794.0,1.36,-0.45,-0.02,0.05,4.476
2023-12-20,601998,4.39,4.38,4.44,4.37,166537,87855386.0,1.6,0.0,0.0,0.05,4.465999999999999
2023-12-21,601998,4.37,4.37,4.39,4.32,245554,128296878.0,1.6,-0.23,-0.01,0.07,4.4555
2023-12-22,601998,4.36,4.39,4.42,4.36,223924,117974689.0,1.37,0.46,0.02,0.07,4.446
2023-12-25,601998,4.4,4.41,4.42,4.37,168696,88995728.0,1.14,0.46,0.02,0.05,4.4399999999999995
2023-12-26,601998,4.4,4.37,4.43,4.36,193473,101690644.0,1.59,-0.91,-0.04,0.06,4.4315
2023-12-27,601998,4.37,4.38,4.39,4.33,193050,100921759.0,1.37,0.23,0.01,0.06,4.4275
2023-12-28,601998,4.4,4.45,4.46,4.37,392039,207516549.0,2.05,1.6,0.07,0.12,4.424
2023-12-29,601998,4.44,4.42,4.47,4.41,234312,124238778.0,1.35,-0.67,-0.03,0.07,4.4155
2024-01-02,601998,4.43,4.42,4.46,4.4,282750,150074618.0,1.36,0.0,0.0,0.08,4.4094999999999995
2024-01-03,601998,4.42,4.5,4.51,4.41,329530,176007582.0,2.26,1.81,0.08,0.1,4.4125
2024-01-04,601998,4.52,4.56,4.57,4.49,347643,187856794.0,1.78,1.33,0.06,0.1,4.422
2024-01-05,601998,4.56,4.8,4.96,4.55,1100122,622225843.0,8.99,5.26,0.24,0.32,4.4415
2024-01-08,601998,4.73,4.69,4.82,4.63,713902,398302340.0,3.96,-2.29,-0.11,0.21,4.454
2024-01-09,601998,4.67,4.72,4.74,4.61,494181,274469793.0,2.77,0.64,0.03,0.14,4.47
2024-01-10,601998,4.71,4.72,4.77,4.68,356073,199329783.0,1.91,0.0,0.0,0.1,4.4815
2024-01-11,601998,4.71,4.65,4.73,4.64,384285,213474549.0,1.91,-1.48,-0.07,0.11,4.4910000000000005
2024-01-12,601998,4.64,4.72,4.78,4.63,325055,181464294.0,3.23,1.51,0.07,0.1,4.5055
2024-01-15,601998,4.72,4.78,4.8,4.68,315496,177577506.0,2.54,1.27,0.06,0.09,4.5255
2024-01-16,601998,4.77,4.87,4.91,4.76,528989,302578993.0,3.14,1.88,0.09,0.16,4.5489999999999995
2024-01-17,601998,4.85,4.78,4.9,4.78,407164,232332179.0,2.46,-1.85,-0.09,0.12,4.569
2024-01-18,601998,4.76,4.75,4.8,4.62,543385,302539894.0,3.77,-0.63,-0.03,0.16,4.5875
2024-01-19,601998,4.74,4.74,4.77,4.67,307764,172368890.0,2.11,-0.21,-0.01,0.09,4.606
2024-01-22,601998,4.74,4.7,4.8,4.64,595092,333564428.0,3.38,-0.84,-0.04,0.17,4.6215
2024-01-23,601998,4.71,4.75,4.77,4.65,461998,257552276.0,2.55,1.06,0.05,0.14,4.6385000000000005
2024-01-24,601998,4.78,4.88,4.89,4.75,501791,284939139.0,2.95,2.74,0.13,0.15,4.664
2024-01-25,601998,4.91,5.08,5.1,4.9,766819,452205476.0,4.1,4.1,0.2,0.22,4.699
2024-01-26,601998,5.11,5.16,5.2,5.02,686256,410804255.0,3.54,1.57,0.08,0.2,4.7345
2024-01-29,601998,5.16,5.44,5.65,5.12,1313132,825108276.0,10.27,5.43,0.28,0.39,4.785500000000001
2024-01-30,601998,5.39,5.37,5.48,5.26,839200,524484472.0,4.04,-1.29,-0.07,0.25,4.833
2024-01-31,601998,5.3,5.39,5.45,5.3,611214,381579560.0,2.79,0.37,0.02,0.18,4.8774999999999995
2024-02-01,601998,5.36,5.29,5.43,5.27,646214,400244493.0,2.97,-1.86,-0.1,0.19,4.914
2024-02-02,601998,5.28,5.21,5.46,5.21,731488,454730676.0,4.73,-1.51,-0.08,0.21,4.9345
2024-02-05,601998,5.26,5.48,5.58,5.26,1292274,817993987.0,6.14,5.18,0.27,0.38,4.974
2024-02-06,601998,5.46,5.45,5.51,5.35,970236,612012697.0,2.92,-0.55,-0.03,0.28,5.0105
2024-02-07,601998,5.38,5.31,5.41,5.21,1236587,760090447.0,3.67,-2.57,-0.14,0.36,5.040000000000001
2024-02-08,601998,5.3,5.23,5.3,5.02,1096551,658171637.0,5.27,-1.51,-0.08,0.32,5.069
2024-02-19,601998,5.23,5.43,5.45,5.14,928465,573199191.0,5.93,3.82,0.2,0.27,5.1045
2024-02-20,601998,5.43,5.5,5.57,5.37,591366,376252617.0,3.68,1.29,0.07,0.17,5.1405
2024-02-21,601998,5.47,5.7,5.81,5.44,858216,561107639.0,6.73,3.64,0.2,0.25,5.182
2024-02-22,601998,5.66,5.75,5.76,5.6,512041,335308671.0,2.81,0.88,0.05,0.15,5.230500000000001
2024-02-23,601998,5.75,5.75,5.9,5.71,501837,333532268.0,3.3,0.0,0.0,0.15,5.280500000000001
2024-02-26,601998,5.72,5.58,5.76,5.55,461059,300251217.0,3.65,-2.96,-0.17,0.14,5.3225
2024-02-27,601998,5.57,5.59,5.69,5.55,434255,281212808.0,2.51,0.18,0.01,0.13,5.366999999999999
2024-02-28,601998,5.58,5.54,5.61,5.48,461850,296846788.0,2.33,-0.89,-0.05,0.14,5.406499999999999
2024-02-29,601998,5.53,5.56,5.58,5.5,400783,256937351.0,1.44,0.36,0.02,0.12,5.4405
2024-03-01,601998,5.53,5.57,5.6,5.49,368381,236243070.0,1.98,0.18,0.01,0.11,5.465
2024-03-04,601998,5.53,5.49,5.53,5.4,513027,324750555.0,2.33,-1.44,-0.08,0.15,5.4815000000000005
2024-03-05,601998,5.47,5.66,5.67,5.45,530388,343599094.0,4.01,3.1,0.17,0.16,5.4925
2024-03-06,601998,5.66,5.58,5.73,5.56,407971,264784595.0,3.0,-1.41,-0.08,0.12,5.503
2024-03-07,601998,5.56,5.57,5.64,5.55,333135,214930304.0,1.61,-0.18,-0.01,0.1,5.5120000000000005
2024-03-08,601998,5.56,5.53,5.62,5.52,397789,255519598.0,1.8,-0.72,-0.04,0.12,5.523999999999999
2024-03-11,601998,5.54,5.51,5.57,5.44,420870,267430802.0,2.35,-0.36,-0.02,0.12,5.539
2024-03-12,601998,5.5,5.35,5.5,5.32,578483,362012532.0,3.27,-2.9,-0.16,0.17,5.532500000000001
2024-03-13,601998,5.36,5.33,5.36,5.25,365205,225659959.0,2.06,-0.37,-0.02,0.11,5.5265
2024-03-14,601998,5.31,5.31,5.42,5.3,273679,170117278.0,2.25,-0.38,-0.02,0.08,5.5264999999999995
2024-03-15,601998,5.34,5.34,5.41,5.32,353364,220201748.0,1.69,0.56,0.03,0.1,5.532
2024-03-18,601998,5.36,5.37,5.42,5.33,336971,210621026.0,1.69,0.56,0.03,0.1,5.529
2024-03-19,601998,5.4,5.34,5.41,5.33,258297,160732659.0,1.49,-0.56,-0.03,0.08,5.521
2024-03-20,601998,5.33,5.44,5.47,5.29,379971,238232129.0,3.37,1.87,0.1,0.11,5.508
2024-03-21,601998,5.44,5.49,5.53,5.41,373084,237088212.0,2.21,0.92,0.05,0.11,5.494999999999999
2024-03-22,601998,5.4,5.26,5.4,5.19,824323,506226511.0,3.83,-4.19,-0.23,0.24,5.4704999999999995
2024-03-25,601998,5.27,5.35,5.39,5.24,486735,302109426.0,2.85,1.71,0.09,0.14,5.459
2024-03-26,601998,5.39,5.37,5.41,5.31,330816,206091111.0,1.87,0.37,0.02,0.1,5.448
2024-03-27,601998,5.38,5.42,5.48,5.36,436678,274883787.0,2.23,0.93,0.05,0.13,5.442
2024-03-28,601998,5.42,5.31,5.46,5.29,486477,301940327.0,3.14,-2.03,-0.11,0.14,5.4295
2024-03-29,601998,5.29,5.37,5.39,5.29,313351,195316381.0,1.88,1.13,0.06,0.08,5.4195
2024-04-01,601998,5.36,5.38,5.39,5.32,328918,205037939.0,1.3,0.19,0.01,0.09,5.414
2024-04-02,601998,5.37,5.4,5.45,5.35,350873,220354630.0,1.86,0.37,0.02,0.09,5.401
2024-04-03,601998,5.41,5.37,5.42,5.34,295876,184690291.0,1.48,-0.56,-0.03,0.08,5.3905
2024-04-08,601998,5.37,5.56,5.58,5.33,686772,437605057.0,4.66,3.54,0.19,0.18,5.39
2024-04-09,601998,5.56,5.5,5.62,5.47,531000,339530450.0,2.7,-1.08,-0.06,0.14,5.3885000000000005
2024-04-10,601998,5.52,5.6,5.64,5.51,753041,486721253.0,2.36,1.82,0.1,0.2,5.393
2024-04-11,601998,5.57,5.6,5.63,5.48,454642,292861312.0,2.68,0.0,0.0,0.12,5.405499999999999
2024-04-12,601998,5.58,5.61,5.67,5.57,442021,287051760.0,1.79,0.18,0.01,0.12,5.419499999999999
2024-04-15,601998,5.58,5.84,5.86,5.57,750995,499699041.0,5.17,4.1,0.23,0.2,5.446
2024-04-16,601998,5.86,5.74,5.93,5.74,1047421,701358550.0,3.25,-1.71,-0.1,0.27,5.466
2024-04-17,601998,5.72,6.4,6.4,5.71,2132987,1498274847.0,12.02,11.5,0.66,0.56,5.5175
2024-04-18,601998,6.44,7.06,7.13,6.41,3487677,2681909012.0,11.25,10.31,0.66,0.91,5.6034999999999995
2024-04-19,601998,6.63,6.4,6.67,6.35,2577108,1898440203.0,4.53,-9.35,-0.66,0.67,5.6515
2024-04-22,601998,6.46,6.15,6.46,6.12,1424215,1012093211.0,5.31,-3.91,-0.25,0.37,5.6845
2024-04-23,601998,6.13,6.17,6.24,6.04,945780,663969660.0,3.25,0.33,0.02,0.25,5.7299999999999995
2024-04-24,601998,6.13,6.08,6.2,6.06,720024,503452990.0,2.27,-1.46,-0.09,0.19,5.7665
2024-04-25,601998,6.08,6.09,6.12,6.02,604309,419519066.0,1.64,0.16,0.01,0.16,5.8025
2024-04-26,601998,6.07,6.01,6.12,5.93,739486,508817419.0,3.12,-1.31,-0.08,0.19,5.832
2024-04-29,601998,5.97,6.01,6.06,5.93,714762,491917043.0,2.16,0.0,0.0,0.19,5.866999999999999
2024-04-30,601998,5.99,6.01,6.1,5.98,625613,432117689.0,2.0,0.0,0.0,0.16,5.899
2024-05-06,601998,6.03,6.01,6.05,5.97,589301,404777163.0,1.33,0.0,0.0,0.15,5.9305
2024-05-07,601998,5.99,6.08,6.09,5.98,571612,394728350.0,1.83,1.16,0.07,0.15,5.9645
2024-05-08,601998,6.07,6.15,6.21,6.05,789074,553788109.0,2.63,1.15,0.07,0.2,6.0035
2024-05-09,601998,6.13,6.12,6.19,6.08,585139,408943579.0,1.79,-0.49,-0.03,0.15,6.031499999999999
2024-05-10,601998,6.12,6.18,6.2,6.1,479391,336391215.0,1.63,0.98,0.06,0.12,6.0655
2024-05-13,601998,6.14,6.2,6.22,6.09,553571,388991173.0,2.1,0.32,0.02,0.14,6.0954999999999995
2024-05-14,601998,6.18,6.04,6.19,6.0,612410,424876493.0,3.06,-2.58,-0.16,0.16,6.117500000000001
2024-05-15,601998,6.01,5.95,6.01,5.91,577587,394474397.0,1.66,-1.49,-0.09,0.15,6.134500000000001
2024-05-16,601998,5.97,6.1,6.12,5.96,767515,532270077.0,2.69,2.52,0.15,0.2,6.1475
2024-05-17,601998,6.08,6.15,6.15,6.07,503412,351390935.0,1.31,0.82,0.05,0.13,6.168
2024-05-20,601998,6.15,6.12,6.23,6.1,459156,322491105.0,2.11,-0.49,-0.03,0.12,6.154
2024-05-21,601998,6.13,6.17,6.2,6.08,419598,295109147.0,1.96,0.82,0.05,0.11,6.1095
2024-05-22,601998,6.17,6.22,6.28,6.13,524606,372190986.0,2.43,0.81,0.05,0.14,6.100499999999999
2024-05-23,601998,6.21,6.25,6.35,6.15,564396,401644398.0,3.22,0.48,0.03,0.15,6.1055
2024-05-24,601998,6.26,6.21,6.32,6.19,471138,336147237.0,2.08,-0.64,-0.04,0.12,6.1075
2024-05-27,601998,6.22,6.45,6.47,6.18,713589,515992765.0,4.67,3.86,0.24,0.18,6.126
2024-05-28,601998,6.43,6.44,6.49,6.35,456965,332701118.0,2.17,-0.16,-0.01,0.12,6.1435
2024-05-29,601998,6.39,6.31,6.49,6.3,479140,347648312.0,2.95,-2.02,-0.13,0.12,6.1585
2024-05-30,601998,6.25,6.26,6.35,6.23,361060,258349269.0,1.9,-0.79,-0.05,0.09,6.171
2024-05-31,601998,6.27,6.34,6.38,6.23,326629,235396267.0,2.4,1.28,0.08,0.08,6.1875
2024-06-03,601998,6.32,6.14,6.34,6.09,594495,418538617.0,3.94,-3.15,-0.2,0.15,6.194
2024-06-04,601998,6.12,6.11,6.18,6.08,291998,204336449.0,1.63,-0.49,-0.03,0.08,6.1955
2024-06-05,601998,6.13,6.05,6.15,5.98,379749,262367389.0,2.78,-0.98,-0.06,0.1,6.1905
2024-06-06,601998,6.05,6.05,6.13,6.04,332543,230968324.0,1.49,0.0,0.0,0.09,6.186999999999999
2024-06-07,601998,6.09,6.07,6.18,5.98,491234,340693333.0,3.31,0.33,0.02,0.13,6.181500000000001
2024-06-11,601998,6.04,5.81,6.05,5.8,802454,541537279.0,4.12,-4.28,-0.26,0.21,6.162000000000001
2024-06-12,601998,5.81,5.67,5.82,5.57,1060822,692444397.0,4.3,-2.41,-0.14,0.28,6.1435
2024-06-13,601998,5.67,5.53,5.68,5.48,1081904,692875705.0,3.53,-2.47,-0.14,0.28,6.1225
2024-06-14,601998,5.53,5.61,5.64,5.47,1903746,1224209651.0,3.07,1.45,0.08,0.49,6.098000000000001
2024-06-17,601998,5.57,5.59,5.61,5.38,1219574,772843916.0,4.1,-0.36,-0.02,0.32,6.069999999999999
2024-06-18,601998,5.58,5.67,5.67,5.5,657675,425687248.0,3.04,1.43,0.08,0.17,6.0475
2024-06-19,601998,5.67,5.67,5.79,5.64,610509,401705765.0,2.65,0.0,0.0,0.16,6.0225
2024-06-20,601998,5.67,5.65,5.69,5.58,435044,283132180.0,1.94,-0.35,-0.02,0.11,5.994000000000001
2024-06-21,601998,5.65,5.79,5.79,5.6,1396959,923237426.0,3.36,2.48,0.14,0.36,5.971
2024-06-24,601998,5.75,5.65,5.75,5.59,701175,457363085.0,2.76,-2.42,-0.14,0.18,5.943
2024-06-25,601998,5.66,5.72,5.79,5.62,539158,355826984.0,3.01,1.24,0.07,0.14,5.906499999999999
2024-06-26,601998,5.7,5.73,5.83,5.69,514514,341156610.0,2.45,0.17,0.01,0.13,5.871
2024-06-27,601998,5.72,5.81,5.89,5.69,646451,431080310.0,3.49,1.4,0.08,0.17,5.845999999999999
2024-06-28,601998,5.8,5.83,5.88,5.76,427194,285862539.0,2.07,0.34,0.02,0.11,5.8245000000000005
2024-07-01,601998,5.82,5.92,5.97,5.81,440039,298128401.0,2.74,1.54,0.09,0.11,5.8035
2024-07-02,601998,5.91,6.11,6.13,5.91,646535,447391615.0,3.72,3.21,0.19,0.17,5.802
2024-07-03,601998,6.11,5.97,6.12,5.91,644891,442294444.0,3.44,-2.29,-0.14,0.17,5.795
2024-07-04,601998,5.94,5.98,6.03,5.93,488295,334976778.0,1.68,0.17,0.01,0.13,5.7915
2024-07-05,601998,5.98,5.77,5.99,5.73,642154,428793924.0,4.35,-3.51,-0.21,0.17,5.777500000000001
2024-07-08,601998,5.72,5.84,5.87,5.71,459923,308177503.0,2.77,1.21,0.07,0.12,5.766
2024-07-09,601998,5.84,5.85,5.9,5.75,533850,357653246.0,2.57,0.17,0.01,0.14,5.768
2024-07-10,601998,5.91,5.92,5.93,5.86,430339,277326802.0,1.2,1.2,0.07,0.11,5.7805
2024-07-11,601998,5.93,5.84,5.94,5.82,417658,267553190.0,2.03,-1.35,-0.08,0.11,5.796
2024-07-12,601998,5.86,5.94,5.97,5.84,441187,285482281.0,2.23,1.71,0.1,0.11,5.8125
2024-07-15,601998,5.96,6.03,6.03,5.93,348716,227765838.0,1.68,1.52,0.09,0.09,5.8345
2024-07-16,601998,6.02,5.94,6.05,5.89,497176,322847349.0,2.65,-1.49,-0.09,0.13,5.848000000000001
2024-07-17,601998,5.92,6.0,6.01,5.91,411634,267712533.0,1.68,1.01,0.06,0.11,5.8645000000000005
2024-07-18,601998,5.99,5.97,6.0,5.89,414879,269213513.0,1.83,-0.5,-0.03,0.11,5.8805
2024-07-19,601998,5.97,5.9,5.97,5.83,482956,309702192.0,2.35,-1.17,-0.07,0.13,5.886
2024-07-22,601998,5.87,5.76,5.89,5.71,489642,308347092.0,3.05,-2.37,-0.14,0.13,5.8915
2024-07-23,601998,5.76,5.81,5.91,5.73,592945,378201706.0,3.13,0.87,0.05,0.15,5.896
2024-07-24,601998,5.8,5.84,5.87,5.77,405829,258529055.0,1.72,0.52,0.03,0.11,5.9015
2024-07-25,601998,5.85,5.69,5.86,5.63,617184,386115248.0,3.94,-2.57,-0.15,0.16,5.8955
2024-07-26,601998,5.7,5.57,5.7,5.53,471696,288821492.0,2.99,-2.11,-0.12,0.12,5.882499999999999
2024-07-29,601998,5.56,5.74,5.74,5.51,485707,301552087.0,4.13,3.05,0.17,0.13,5.873500000000001
2024-07-30,601998,5.72,5.71,5.76,5.66,305693,190864965.0,1.74,-0.52,-0.03,0.08,5.8535
2024-07-31,601998,5.71,5.73,5.75,5.68,360259,225560451.0,1.23,0.35,0.02,0.09,5.8415
2024-08-01,601998,5.73,5.78,5.82,5.66,456619,287897893.0,2.79,0.87,0.05,0.12,5.8315
2024-08-02,601998,5.79,5.76,5.84,5.73,335890,212750933.0,1.9,-0.35,-0.02,0.09,5.8309999999999995
2024-08-05,601998,5.8,5.67,5.8,5.64,425019,265585493.0,2.78,-1.56,-0.09,0.11,5.8225
2024-08-06,601998,5.7,5.56,5.73,5.51,448374,274178540.0,3.88,-1.94,-0.11,0.12,5.808
2024-08-07,601998,5.55,5.57,5.64,5.54,343936,210848886.0,1.8,0.18,0.01,0.09,5.7905
2024-08-08,601998,5.58,5.57,5.62,5.53,277748,169758260.0,1.62,0.0,0.0,0.07,5.777
2024-08-09,601998,5.57,5.59,5.65,5.56,239214,147065686.0,1.62,0.36,0.02,0.06,5.7595
2024-08-12,601998,5.58,5.57,5.6,5.55,241955,147848912.0,0.89,-0.36,-0.02,0.06,5.7365
2024-08-13,601998,5.57,5.68,5.68,5.55,450315,278416749.0,2.33,1.97,0.11,0.12,5.7235
2024-08-14,601998,5.68,5.78,5.79,5.67,370991,233160665.0,2.11,1.76,0.1,0.1,5.7125
2024-08-15,601998,5.78,5.89,5.91,5.74,508702,325206408.0,2.94,1.9,0.11,0.13,5.7085
2024-08-16,601998,5.88,5.97,5.99,5.86,414296,269123722.0,2.21,1.36,0.08,0.11,5.712000000000001
2024-08-19,601998,5.99,6.07,6.09,5.92,477323,314238366.0,2.85,1.68,0.1,0.12,5.7275
2024-08-20,601998,6.08,6.05,6.12,6.02,427538,282657525.0,1.65,-0.33,-0.02,0.11,5.7395
2024-08-21,601998,6.04,6.09,6.16,5.99,549364,363890360.0,2.81,0.66,0.04,0.14,5.752
2024-08-22,601998,6.08,6.15,6.2,6.05,460888,308695198.0,2.46,0.99,0.06,0.12,5.775
2024-08-23,601998,6.18,6.12,6.19,6.06,317772,211670976.0,2.11,-0.49,-0.03,0.08,5.8025
2024-08-26,601998,6.11,6.1,6.14,6.03,359799,238633904.0,1.8,-0.33,-0.02,0.09,5.8205
2024-08-27,601998,6.12,6.15,6.2,6.08,307110,205539701.0,1.97,0.82,0.05,0.08,5.842499999999999
2024-08-28,601998,6.16,6.05,6.2,6.03,315340,209186516.0,2.76,-1.63,-0.1,0.08,5.8585
2024-08-29,601998,6.05,5.84,6.06,5.82,643777,414187974.0,3.97,-3.47,-0.21,0.17,5.8614999999999995
2024-08-30,601998,5.83,5.61,5.86,5.6,850070,529942481.0,4.45,-3.94,-0.23,0.22,5.854
2024-09-02,601998,5.6,5.62,5.67,5.56,588668,363063153.0,1.96,0.18,0.01,0.15,5.8515
2024-09-03,601998,5.62,5.49,5.63,5.42,647784,390256126.0,3.74,-2.31,-0.13,0.17,5.848000000000001
2024-09-04,601998,5.47,5.42,5.52,5.39,418397,249965052.0,2.37,-1.28,-0.07,0.11,5.8405000000000005
2024-09-05,601998,5.44,5.37,5.45,5.35,386762,229137590.0,1.85,-0.92,-0.05,0.1,5.8305
2024-09-06,601998,5.37,5.37,5.48,5.36,344901,205604874.0,2.23,0.0,0.0,0.09,5.8195
2024-09-09,601998,5.36,5.28,5.36,5.24,359535,209054276.0,2.23,-1.68,-0.09,0.09,5.805000000000001
2024-09-10,601998,5.28,5.34,5.34,5.24,369612,215463003.0,1.89,1.14,0.06,0.1,5.787999999999999
2024-09-11,601998,5.31,5.16,5.32,5.13,449958,257449680.0,3.56,-3.37,-0.18,0.12,5.757
2024-09-12,601998,5.15,5.26,5.28,5.12,387815,223324588.0,3.1,1.94,0.1,0.1,5.725499999999999
2024-09-13,601998,5.28,5.27,5.31,5.23,284162,165253500.0,1.52,0.19,0.01,0.07,5.6905
2024-09-18,601998,5.26,5.3,5.31,5.22,220277,128004629.0,1.71,0.57,0.03,0.06,5.652
2024-09-19,601998,5.32,5.33,5.33,5.22,344645,201310917.0,2.08,0.57,0.03,0.09,5.6160000000000005
2024-09-20,601998,5.32,5.34,5.37,5.29,337870,198574171.0,1.5,0.19,0.01,0.09,5.5785
2024-09-23,601998,5.34,5.47,5.48,5.29,351747,209302793.0,3.56,2.43,0.13,0.09,5.5445
2024-09-24,601998,5.52,5.75,5.79,5.45,828782,515409382.0,6.22,5.12,0.28,0.21,5.526000000000001
2024-09-25,601998,5.87,5.86,6.0,5.8,684113,440382292.0,3.48,1.91,0.11,0.18,5.514
2024-09-26,601998,5.9,6.17,6.19,5.86,913045,603495023.0,5.63,5.29,0.31,0.24,5.515000000000001
2024-09-27,601998,6.32,6.11,6.49,5.99,663851,446214499.0,8.1,-0.97,-0.06,0.17,5.518
2024-09-30,601998,6.25,6.47,6.55,6.11,1634443,1123048867.0,7.2,5.89,0.36,0.42,5.5495
2024-10-08,601998,6.96,6.66,7.12,6.31,2294905,1650699629.0,12.52,2.94,0.19,0.59,5.602
2024-10-09,601998,6.45,6.09,6.48,6.09,1362657,930354280.0,5.86,-8.56,-0.57,0.35,5.625500000000001
2024-10-10,601998,6.19,6.29,6.43,6.12,1268335,868006563.0,5.09,3.28,0.2,0.33,5.6655
2024-10-11,601998,6.29,6.18,6.35,6.14,585261,397039082.0,3.34,-1.75,-0.11,0.15,5.7035
2024-10-14,601998,6.28,6.35,6.44,6.24,1240594,855219551.0,3.24,2.75,0.17,0.32,5.7524999999999995
2024-10-15,601998,6.31,6.16,6.39,6.16,728709,495592302.0,3.62,-2.99,-0.19,0.19,5.792
2024-10-16,601998,6.13,6.36,6.37,6.11,980865,672187613.0,4.22,3.25,0.2,0.25,5.845999999999999
2024-10-17,601998,6.34,6.24,6.43,6.24,553175,379452400.0,2.99,-1.89,-0.12,0.14,5.891
2024-10-18,601998,6.24,6.33,6.4,6.14,734890,500611472.0,4.17,1.44,0.09,0.19,5.9495
2024-10-21,601998,6.35,6.23,6.36,6.17,547713,371772761.0,3.0,-1.58,-0.1,0.14,5.998
2024-10-22,601998,6.23,6.23,6.31,6.2,433392,293639765.0,1.77,0.0,0.0,0.11,6.045999999999999
2024-10-23,601998,6.23,6.24,6.3,6.22,443798,301311424.0,1.28,0.16,0.01,0.11,6.093
2024-10-24,601998,6.22,6.24,6.31,6.21,478407,325347860.0,1.6,0.0,0.0,0.12,6.1385
2024-10-25,601998,6.24,6.19,6.25,6.17,367071,247590983.0,1.28,-0.8,-0.05,0.1,6.180999999999999
